"X";"Y";"X_dms";"Y-dms";"primaryind";"nummer";"brunnenart";"historisch";"wasserart_";"bezeichnun"
8.5126179113;47.3740097401;"E8°30'45.42""";"N47°22'26.43""";192;549;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Aemtlerstrasse"
8.5112258868;47.3745627577;"E8°30'40.41""";"N47°22'28.42""";193;552.1;"Brunnen in städtischer Liegenschaft";1912;"Verteilnetz";"Friedhof Sihlfeld B"
8.515447323;47.3718898775;"E8°30'55.61""";"N47°22'18.80""";194;185;"öffentlicher Brunnen";1925;"Verteilnetz";"Kirchgemeindehaus"
8.5175197299;47.3724104256;"E8°31'3.071""";"N47°22'20.67""";195;181;"öffentlicher Brunnen";1904;"Quellwasser";
8.5173918974;47.3719222585;"E8°31'2.610""";"N47°22'18.92""";196;548;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Schulhaus Zurlindenstrasse"
8.5169579378;47.3739922623;"E8°31'1.048""";"N47°22'26.37""";197;189;"öffentlicher Brunnen";1927;"Quellwasser";"Gertrudstrasse (Anlage)"
8.5344657149;47.3723260724;"E8°32'4.076""";"N47°22'20.37""";198;1081;"öffentlicher Brunnen";1983;"Verteilnetz";"Basiliskenbrunnen"
8.5334026255;47.373085601;"E8°32'0.249""";"N47°22'23.10""";199;66;"öffentlicher Brunnen";1946;"Quellwasser";
8.5325158996;47.3743529965;"E8°31'57.05""";"N47°22'27.67""";200;222;"öffentlicher Brunnen";;"Quellwasser";
8.5286166954;47.3768822957;"E8°31'43.02""";"N47°22'36.77""";201;233;"öffentlicher Brunnen";1933;"Quellwasser";
8.5291997532;47.3723613033;"E8°31'45.11""";"N47°22'20.50""";202;225;"öffentlicher Brunnen";1983;"Quellwasser";
8.5369915064;47.377219579;"E8°32'13.16""";"N47°22'37.99""";203;41;"öffentlicher Brunnen";1905;"Verteilnetz";"Schützengasse"
8.5383078154;47.3763449452;"E8°32'17.90""";"N47°22'34.84""";204;37;"Brunnen in städtischer Liegenschaft";1879;"Verteilnetz";
8.5330330654;47.3717562128;"E8°31'58.91""";"N47°22'18.32""";205;996;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Im Hofe des Hallenbads"
8.5308501721;47.3785487918;"E8°31'51.06""";"N47°22'42.77""";206;1093;"Brunnen in städtischer Liegenschaft";1984;"Quellwasser";"Berufsschule"
8.525830461;47.3729958827;"E8°31'32.98""";"N47°22'22.78""";207;220;"öffentlicher Brunnen";;"Quellwasser";
8.5234046065;47.372253637;"E8°31'24.25""";"N47°22'20.11""";208;187;"öffentlicher Brunnen";1926;"Quellwasser";
8.5259329157;47.3719730992;"E8°31'33.35""";"N47°22'19.10""";209;218;"öffentlicher Brunnen";;"Quellwasser";
8.5254013956;47.3743583185;"E8°31'31.44""";"N47°22'27.68""";210;228;"öffentlicher Brunnen";1916;"Quellwasser";
8.5260424308;47.3751223219;"E8°31'33.75""";"N47°22'30.44""";211;572;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Schulhaus Kanzleistrasse"
8.5233697836;47.3753815572;"E8°31'24.13""";"N47°22'31.37""";212;566;"Brunnen in städtischer Liegenschaft";1953;"Verteilnetz";"Schulhaus Wengi"
8.5305959564;47.3861420741;"E8°31'50.14""";"N47°23'10.11""";213;582;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Kornhausbrücke"
8.5233008263;47.378381102;"E8°31'23.88""";"N47°22'42.17""";214;213;"öffentlicher Brunnen";1928;"Quellwasser";"Bäckeranlage"
8.5367596425;47.3959027414;"E8°32'12.33""";"N47°23'45.24""";215;591;"Brunnen in städtischer Liegenschaft";1948;"Verteilnetz";"Spielwiese Milchbuck"
8.4735505674;47.3888368872;"E8°28'24.78""";"N47°23'19.81""";216;912;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Chriesiweg"
8.4662155354;47.386295539;"E8°27'58.37""";"N47°23'10.66""";217;1142;"Brunnen des Verschönerungsvereins";1989;"Quellwasser";"Altstetten"
8.4757200881;47.3910420066;"E8°28'32.59""";"N47°23'27.75""";218;765;"privater Brunnen";1949;"Verteilnetz";"an der Quartierstrasse"
8.4791869062;47.3907389662;"E8°28'45.07""";"N47°23'26.66""";219;429;"öffentlicher Brunnen";1948;"Verteilnetz";
8.4810668251;47.3860826381;"E8°28'51.84""";"N47°23'9.897""";220;420;"öffentlicher Brunnen";1933;"Quellwasser";"Fröschen-Brunnen"
8.4818134483;47.3879981076;"E8°28'54.52""";"N47°23'16.79""";221;623;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Dachslernstrasse"
8.4800952554;47.3886119911;"E8°28'48.34""";"N47°23'19.00""";222;412;"öffentlicher Brunnen";1772;"Verteilnetz";"Hallenbad Altstetten"
8.4808082799;47.3887342989;"E8°28'50.90""";"N47°23'19.44""";223;911;"Brunnen in städtischer Liegenschaft";1974;"Verteilnetz";"Städelihaus, Ortsmuseum"
8.4768770697;47.3874979572;"E8°28'36.75""";"N47°23'14.99""";224;432;"öffentlicher Brunnen";1952;"Quellwasser";
8.4834255923;47.3906021246;"E8°29'0.332""";"N47°23'26.16""";225;430;"öffentlicher Brunnen";1949;"Verteilnetz";"Badener-Hohlstrasse"
8.4927077724;47.3861287715;"E8°29'33.74""";"N47°23'10.06""";226;627;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Kappeli"
8.4908226873;47.3870133984;"E8°29'26.96""";"N47°23'13.24""";227;423;"öffentlicher Brunnen";1937;"Verteilnetz";
8.4903248953;47.3894819739;"E8°29'25.16""";"N47°23'22.13""";228;1158;"öffentlicher Brunnen";1991;"Verteilnetz";
8.4848742959;47.3866692493;"E8°29'5.547""";"N47°23'12.00""";229;762;"privater Brunnen";1941;"Verteilnetz";"bei der Kirche Altstetten"
8.4857168373;47.3876576448;"E8°29'8.580""";"N47°23'15.56""";230;413;"öffentlicher Brunnen";1773;"Verteilnetz";
8.4599025998;47.3811685592;"E8°27'35.64""";"N47°22'52.20""";231;717;"Brunnen des Verschönerungsvereins";1961;"Quellwasser";"Korporationswald Altstetten"
8.46736595;47.3850022106;"E8°28'2.517""";"N47°23'6.007""";232;845;"Brunnen mit eigener Versorgung";;"Quellwasser";"CVJM-Quelle"
8.4943899615;47.3833175738;"E8°29'39.80""";"N47°22'59.94""";233;1113;"privater Brunnen";1986;"Verteilnetz";"UBS"
8.4848998517;47.383015148;"E8°29'5.639""";"N47°22'58.85""";234;6007;"Notwasserbrunnen";1977;"Quellwasser";
8.4860199383;47.3851919611;"E8°29'9.671""";"N47°23'6.691""";235;630;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Eugen Huber-Strasse"
8.4777722587;47.3849278336;"E8°28'39.98""";"N47°23'5.740""";236;508;"öffentlicher Brunnen";1974;"Quellwasser";
8.4861475683;47.3808677367;"E8°29'10.13""";"N47°22'51.12""";237;635;"Brunnen in städtischer Liegenschaft";1962;"Verteilnetz";"GZ bei Voličre"
8.472184951;47.3818468935;"E8°28'19.86""";"N47°22'54.64""";238;734;"Brunnen des Verschönerungsvereins";;"Quellwasser";
8.4841909231;47.3753070672;"E8°29'3.087""";"N47°22'31.10""";239;416;"öffentlicher Brunnen";1781;"Quellwasser";
8.4865071299;47.3726549261;"E8°29'11.42""";"N47°22'21.55""";240;625;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Triemlistrasse"
8.4845190311;47.3742852902;"E8°29'4.268""";"N47°22'27.42""";241;431;"öffentlicher Brunnen";1949;"Verteilnetz";"Tramstation"
8.483280131;47.3744537071;"E8°28'59.80""";"N47°22'28.03""";242;415;"öffentlicher Brunnen";1780;"Quellwasser";
8.4680486288;47.3772945832;"E8°28'4.975""";"N47°22'38.26""";243;735;"Brunnen des Verschönerungsvereins";;"Quellwasser";"Bachtobelweg, bei Grossmutter E"
8.4821037784;47.3740614059;"E8°28'55.57""";"N47°22'26.62""";244;414;"öffentlicher Brunnen";1778;"Quellwasser";
8.4829763925;47.3782730432;"E8°28'58.71""";"N47°22'41.78""";245;428;"öffentlicher Brunnen";1947;"Quellwasser";
8.4784211397;47.3752389986;"E8°28'42.31""";"N47°22'30.86""";246;1005;"Brunnen des Verschönerungsvereins";1977;"Verteilnetz";"Schiessplatz + Fam.-Erholungsanlage"
8.4762966585;47.3677664116;"E8°28'34.66""";"N47°22'3.959""";247;796.2;"privater Brunnen";;"Quellwasser";"Blockhaus ETH"
8.4941694726;47.3637739709;"E8°29'39.01""";"N47°21'49.58""";248;1092;"Brunnen in städtischer Liegenschaft";1984;"Verteilnetz";"bei Filter Triemli"
8.4697095031;47.3707213752;"E8°28'10.95""";"N47°22'14.59""";249;425;"öffentlicher Brunnen";1939;"Verteilnetz";"Waldegg"
8.4694552881;47.3640584908;"E8°28'10.03""";"N47°21'50.61""";250;1128;"Brunnen mit eigener Versorgung";1987;"Quellwasser";
8.4853193351;47.3573111798;"E8°29'7.149""";"N47°21'26.32""";251;730;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.4872781953;47.3609268445;"E8°29'14.20""";"N47°21'39.33""";252;713;"Brunnen des Verschönerungsvereins";;"Quellwasser";"Spielwiese Uetliberg"
8.4907390335;47.3511661613;"E8°29'26.66""";"N47°21'4.198""";253;715;"Brunnen des Verschönerungsvereins";1960;"Verteilnetz";"Uetliberg bei Fernsehstation"
8.4908438523;47.3487325989;"E8°29'27.03""";"N47°20'55.43""";254;186;"öffentlicher Brunnen";1925;"Verteilnetz";"beim Kindlistein"
8.49519054;47.3467760933;"E8°29'42.68""";"N47°20'48.39""";255;714;"Brunnen des Verschönerungsvereins";1930;"Verteilnetz";"beim Rest. Staffel"
8.4928696063;47.3668825303;"E8°29'34.33""";"N47°22'0.777""";256;6043;"Notwasserbrunnen";1982;"Quellwasser";
8.5461381114;47.4252721103;"E8°32'46.09""";"N47°25'30.97""";257;473;"öffentlicher Brunnen";;"Verteilnetz";
8.5192080005;47.4245128069;"E8°31'9.148""";"N47°25'28.24""";258;1127;"privater Brunnen";1987;"Verteilnetz";
8.5307831594;47.4294793847;"E8°31'50.81""";"N47°25'46.12""";259;1061;"öffentlicher Brunnen";1981;"Verteilnetz";"Im Wald"
8.511151037;47.4293271183;"E8°30'40.14""";"N47°25'45.57""";260;1101;"privater Brunnen";1985;"Verteilnetz";"Rastplatz Büsisee-Süd"
8.5117361846;47.4306669098;"E8°30'42.25""";"N47°25'50.40""";261;1102;"privater Brunnen";1985;"Verteilnetz";"Rastplatz Büsisee-Nord"
8.5121399478;47.4279603617;"E8°30'43.70""";"N47°25'40.65""";262;1151;"öffentlicher Brunnen";1991;"Verteilnetz";"beim Katzenbach"
8.5130210398;47.4235936551;"E8°30'46.87""";"N47°25'24.93""";263;1162;"Brunnen in städtischer Liegenschaft";1992;"Verteilnetz";"Altersheim Wolfswinkel"
8.573617053;47.3979989148;"E8°34'25.02""";"N47°23'52.79""";264;505;"öffentlicher Brunnen";1967;"Verteilnetz";"oberhalb Ziegelhütte bei Waldhütte"
8.5742317507;47.3979604304;"E8°34'27.23""";"N47°23'52.65""";265;705;"Brunnen des Verschönerungsvereins";1897;"Verteilnetz";
8.578659145;47.4038778928;"E8°34'43.17""";"N47°24'13.96""";266;755;"privater Brunnen";1952;"Verteilnetz";
8.5747180096;47.4034746009;"E8°34'28.98""";"N47°24'12.50""";267;504;"öffentlicher Brunnen";1959;"Verteilnetz";"bei der Kirche"
8.5731637953;47.4040694239;"E8°34'23.38""";"N47°24'14.64""";268;6061;"Notwasserbrunnen";1986;"Quellwasser";
8.5733937747;47.4037627174;"E8°34'24.21""";"N47°24'13.54""";269;494;"öffentlicher Brunnen";1789;"Quellwasser";
8.5719425076;47.4040204375;"E8°34'18.99""";"N47°24'14.47""";270;493;"öffentlicher Brunnen";1783;"Quellwasser";
8.5706562922;47.4038619291;"E8°34'14.36""";"N47°24'13.90""";271;496;"öffentlicher Brunnen";1797;"Verteilnetz";
8.543479418;47.3834380369;"E8°32'36.52""";"N47°23'0.376""";272;6013;"Notwasserbrunnen";1977;"Quellwasser";
8.573171125;47.4063265128;"E8°34'23.41""";"N47°24'22.77""";273;1152;"öffentlicher Brunnen";1991;"Verteilnetz";"vor Altersheim Herzogenmühle"
8.5728200627;47.4053672121;"E8°34'22.15""";"N47°24'19.32""";274;1073;"Brunnen in städtischer Liegenschaft";1982;"Verteilnetz";
8.5723378511;47.4047238546;"E8°34'20.41""";"N47°24'17.00""";275;1110;"öffentlicher Brunnen";1986;"Quellwasser";"vav. Herzogenmühlestrasse 4"
8.5703828112;47.4034794639;"E8°34'13.37""";"N47°24'12.52""";276;497;"öffentlicher Brunnen";1797;"Quellwasser";
8.5921670553;47.3995035335;"E8°35'31.80""";"N47°23'58.21""";277;6054;"Notwasserbrunnen";1985;"Quellwasser";
8.5711187383;47.4084735328;"E8°34'16.02""";"N47°24'30.50""";278;703.2;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Freibad Auhof"
8.5713575127;47.4081826753;"E8°34'16.88""";"N47°24'29.45""";279;703.3;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Freibad Auhof"
8.5715024505;47.4079412296;"E8°34'17.40""";"N47°24'28.58""";280;703.4;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Freibad Auhof"
8.5723922053;47.4107911739;"E8°34'20.61""";"N47°24'38.84""";281;6046;"Notwasserbrunnen";1983;"Quellwasser";
8.5555482999;47.4044046612;"E8°33'19.97""";"N47°24'15.85""";282;485;"öffentlicher Brunnen";1940;"Verteilnetz";
8.5626760547;47.4042400756;"E8°33'45.63""";"N47°24'15.26""";283;502;"öffentlicher Brunnen";1953;"Verteilnetz";"Haltestelle Frohburg"
8.5843949584;47.4006925272;"E8°35'3.821""";"N47°24'2.493""";284;6053;"Notwasserbrunnen";1985;"Quellwasser";
8.537815311;47.4094065947;"E8°32'16.13""";"N47°24'33.86""";285;480;"öffentlicher Brunnen";1935;"Quellwasser";
8.5214947191;47.4105305475;"E8°31'17.38""";"N47°24'37.90""";286;689;"Brunnen in städtischer Liegenschaft";1961;"Verteilnetz";"Kinderspielplatz"
8.5253809485;47.4117250709;"E8°31'31.37""";"N47°24'42.21""";287;478;"öffentlicher Brunnen";1935;"Quellwasser";
8.5460896004;47.4099690247;"E8°32'45.92""";"N47°24'35.88""";288;1114.1;"öffentlicher Brunnen";1986;"Verteilnetz";"Albert Näf-Platz"
8.5462275833;47.4095514862;"E8°32'46.41""";"N47°24'34.38""";289;1114.2;"öffentlicher Brunnen";1986;"Verteilnetz";"Albert Näf-Platz"
8.5467713743;47.4072167934;"E8°32'48.37""";"N47°24'25.98""";290;1145;"öffentlicher Brunnen";1989;"Quellwasser";"Kreisgebäude"
8.572793954;47.4078735046;"E8°34'22.05""";"N47°24'28.34""";291;679.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Herzogenmühle"
8.5734702213;47.4088133402;"E8°34'24.49""";"N47°24'31.72""";292;679.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Herzogenmühle"
8.5719363841;47.4075863195;"E8°34'18.97""";"N47°24'27.31""";293;687;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Schulhaus Auhof"
8.5679895827;47.4047562799;"E8°34'4.762""";"N47°24'17.12""";294;658;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Friedrichstrasse 21"
8.569110118;47.4057085476;"E8°34'8.796""";"N47°24'20.55""";295;6018;"Notwasserbrunnen";1978;"Quellwasser";
8.5499277249;47.4039320002;"E8°32'59.73""";"N47°24'14.15""";296;1094;"öffentlicher Brunnen";1984;"Quellwasser";
8.5476866313;47.4032061988;"E8°32'51.67""";"N47°24'11.54""";297;484;"öffentlicher Brunnen";1937;"Quellwasser";
8.5457006856;47.4175489485;"E8°32'44.52""";"N47°25'3.176""";298;483;"öffentlicher Brunnen";1938;"Quellwasser";
8.5481792462;47.4072673317;"E8°32'53.44""";"N47°24'26.16""";299;512;"öffentlicher Brunnen";;"Verteilnetz";"Kanzleibrunnen"
8.5504836698;47.4072873199;"E8°33'1.741""";"N47°24'26.23""";300;495;"öffentlicher Brunnen";1793;"Quellwasser";
8.5492985583;47.4046137581;"E8°32'57.47""";"N47°24'16.60""";301;749;"privater Brunnen";1941;"Quellwasser";"bei der Christuskirche"
8.5633955073;47.4101726048;"E8°33'48.22""";"N47°24'36.62""";302;501;"öffentlicher Brunnen";1949;"Verteilnetz";"im Grünzug"
8.5087885614;47.4247030006;"E8°30'31.63""";"N47°25'28.93""";303;481;"öffentlicher Brunnen";1937;"Verteilnetz";
8.5009502717;47.4166975195;"E8°30'3.420""";"N47°25'0.111""";304;1165;"Brunnen in städtischer Liegenschaft";1992;"Verteilnetz";
8.5474020356;47.4004266261;"E8°32'50.64""";"N47°24'1.535""";305;6055;"Notwasserbrunnen";1985;"Quellwasser";
8.5468035968;47.4082816255;"E8°32'48.49""";"N47°24'29.81""";306;474;"öffentlicher Brunnen";1913;"Verteilnetz";
8.5491189799;47.4079538771;"E8°32'56.82""";"N47°24'28.63""";307;468;"öffentlicher Brunnen";1793;"Verteilnetz";
8.5089859935;47.4257743876;"E8°30'32.34""";"N47°25'32.78""";308;6049;"Notwasserbrunnen";1984;"Verteilnetz";"Horensteinstrasse"
8.5018236433;47.4210097507;"E8°30'6.565""";"N47°25'15.63""";309;491;"öffentlicher Brunnen";1955;"Verteilnetz";
8.5396037609;47.408838582;"E8°32'22.57""";"N47°24'31.81""";310;6073;"Notwasserbrunnen";1994;"Quellwasser";
8.481501053;47.4053242328;"E8°28'53.40""";"N47°24'19.16""";311;464;"öffentlicher Brunnen";1956;"Verteilnetz";"Endstation Frankental"
8.4893207047;47.4167669909;"E8°29'21.55""";"N47°25'0.361""";312;1087;"Brunnen des Verschönerungsvereins";1983;"Verteilnetz";
8.4752289285;47.4147091453;"E8°28'30.82""";"N47°24'52.95""";313;438;"öffentlicher Brunnen";1825;"Verteilnetz";"Rütihof"
8.4893273492;47.4023758509;"E8°29'21.57""";"N47°24'8.553""";314;445;"öffentlicher Brunnen";;"Verteilnetz";
8.4928135811;47.3946828742;"E8°29'34.12""";"N47°23'40.85""";315;1048;"Brunnen in städtischer Liegenschaft";1981;"Verteilnetz";"bei Verteilanlage, Wasserschloss"
8.4963702831;47.3956097193;"E8°29'46.93""";"N47°23'44.19""";316;1049;"Brunnen in städtischer Liegenschaft";1981;"Verteilnetz";"hinter Hardhof 44"
8.5172150084;47.400708503;"E8°31'1.974""";"N47°24'2.550""";317;452;"öffentlicher Brunnen";1926;"Verteilnetz";"Waidterrasse"
8.5038059801;47.4053018098;"E8°30'13.70""";"N47°24'19.08""";318;450;"öffentlicher Brunnen";1914;"Verteilnetz";
8.5050301296;47.4045655607;"E8°30'18.10""";"N47°24'16.43""";319;847;"Brunnen mit eigener Versorgung";;"Verteilnetz";
8.5139609324;47.4031325102;"E8°30'50.25""";"N47°24'11.27""";320;1046;"Brunnen in städtischer Liegenschaft";1981;"Verteilnetz";"Reservoir Waidberg"
8.5202080877;47.4009613648;"E8°31'12.74""";"N47°24'3.460""";321;1082;"Brunnen in städtischer Liegenschaft";1983;"Verteilnetz";"bei Quellwasserfilter Gubel"
8.522041127;47.4032183657;"E8°31'19.34""";"N47°24'11.58""";322;701;"Brunnen in städtischer Liegenschaft";1952;"Verteilnetz";"Waldweiher Käferberg"
8.5378501479;47.405893743;"E8°32'16.26""";"N47°24'21.21""";323;486;"öffentlicher Brunnen";1940;"Quellwasser";"Ringstrasse"
8.5226306508;47.4074766162;"E8°31'21.47""";"N47°24'26.91""";324;642;"Brunnen in städtischer Liegenschaft";1948;"Verteilnetz";"Im Käferbergwald"
8.5130717536;47.4066993334;"E8°30'47.05""";"N47°24'24.11""";325;998;"Brunnen in städtischer Liegenschaft";1976;"Verteilnetz";"oberh.  ETH-Hönggerberg"
8.549712107;47.3692413745;"E8°32'58.96""";"N47°22'9.268""";326;1117;"privater Brunnen";1986;"Verteilnetz";
8.5385074744;47.4044696803;"E8°32'18.62""";"N47°24'16.09""";327;702.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad Allenmoos"
8.53840387;47.4052137476;"E8°32'18.25""";"N47°24'18.76""";328;702.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad Allenmoos"
8.4931067862;47.402407436;"E8°29'35.18""";"N47°24'8.666""";329;462;"öffentlicher Brunnen";1947;"Verteilnetz";"Tramschleife Wartau"
8.5143084782;47.3996289534;"E8°30'51.51""";"N47°23'58.66""";330;1089;"öffentlicher Brunnen";1984;"Verteilnetz";"Rest. Waid"
8.4994583391;47.4021632058;"E8°29'58.05""";"N47°24'7.787""";331;454;"öffentlicher Brunnen";1928;"Verteilnetz";
8.4999333125;47.4028181158;"E8°29'59.75""";"N47°24'10.14""";332;465;"öffentlicher Brunnen";1957;"Verteilnetz";
8.5052357345;47.3938070069;"E8°30'18.84""";"N47°23'37.70""";333;254;"öffentlicher Brunnen";1932;"Verteilnetz";"vor Stadion Hardturm"
8.503694799;47.3941945854;"E8°30'13.30""";"N47°23'39.10""";334;1014.2;"Brunnen in städtischer Liegenschaft";1982;"Verteilnetz";"Tramstation Hardturm, Trinkbrunnen"
8.5181778889;47.3984845568;"E8°31'5.440""";"N47°23'54.54""";335;467;"öffentlicher Brunnen";1967;"Verteilnetz";
8.5066584271;47.4011425143;"E8°30'23.97""";"N47°24'4.113""";336;1068;"Brunnen in städtischer Liegenschaft";1982;"Verteilnetz";"Reservoir Höngg"
8.4991090626;47.401974044;"E8°29'56.79""";"N47°24'7.106""";337;6067;"Notwasserbrunnen";1988;"Quellwasser";
8.4972907997;47.4017953331;"E8°29'50.24""";"N47°24'6.463""";338;466;"öffentlicher Brunnen";1961;"Quellwasser";"Kirche Höngg"
8.4978632763;47.4019303019;"E8°29'52.30""";"N47°24'6.949""";339;433;"öffentlicher Brunnen";1784;"Quellwasser";
8.496498285;47.4036435054;"E8°29'47.39""";"N47°24'13.11""";340;439;"öffentlicher Brunnen";1825;"Quellwasser";
8.496178385;47.4029999628;"E8°29'46.24""";"N47°24'10.79""";341;434;"öffentlicher Brunnen";1789;"Quellwasser";
8.4955808833;47.4023205226;"E8°29'44.09""";"N47°24'8.353""";342;441;"öffentlicher Brunnen";1883;"Quellwasser";
8.5219767839;47.3996634012;"E8°31'19.11""";"N47°23'58.78""";343;693;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Spielplatz"
8.526690529;47.3974190446;"E8°31'36.08""";"N47°23'50.70""";344;639.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Waidhalde, Turnhalle"
8.5300947742;47.3984545211;"E8°31'48.34""";"N47°23'54.43""";345;436;"öffentlicher Brunnen";1937;"Quellwasser";"obere Waidstrasse"
8.5296284601;47.399695088;"E8°31'46.66""";"N47°23'58.90""";346;1026;"Brunnen des Verschönerungsvereins";1978;"Quellwasser";"unterer Spielplatz"
8.5388731646;47.4018752716;"E8°32'19.94""";"N47°24'6.750""";347;592.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Allenmoos I"
8.5307338574;47.4076884928;"E8°31'50.64""";"N47°24'27.67""";348;488;"öffentlicher Brunnen";1946;"Verteilnetz";
8.5249100964;47.3933947997;"E8°31'29.67""";"N47°23'36.22""";349;461;"öffentlicher Brunnen";1940;"Quellwasser";
8.5041213375;47.4188821684;"E8°30'14.83""";"N47°25'7.975""";350;685;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Schulhaus Holderbach"
8.5265565462;47.3967438058;"E8°31'35.60""";"N47°23'48.27""";351;639.3;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Waidhalde, Turnhalle"
8.5460561104;47.4169302931;"E8°32'45.80""";"N47°25'0.949""";352;1006;"privater Brunnen";1977;"Quellwasser";"beim Altersheim"
8.5369668068;47.4302236255;"E8°32'13.08""";"N47°25'48.80""";353;752;"privater Brunnen";1964;"Verteilnetz";
8.5418144711;47.4291243092;"E8°32'30.53""";"N47°25'44.84""";354;1067;"öffentlicher Brunnen";1982;"Verteilnetz";"Asphofbrunnen"
8.5859195617;47.4002703172;"E8°35'9.310""";"N47°24'0.973""";355;500;"öffentlicher Brunnen";1946;"Quellwasser";
8.5718246425;47.4134326962;"E8°34'18.56""";"N47°24'48.35""";356;1069;"öffentlicher Brunnen";1982;"Verteilnetz";"Gemeinschaftszentrum Auzelg"
8.4948604307;47.4092888844;"E8°29'41.49""";"N47°24'33.43""";357;1091;"öffentlicher Brunnen";1984;"Verteilnetz";"bei Sportplatz"
8.5000323804;47.3974073836;"E8°30'0.116""";"N47°23'50.66""";358;1050;"Brunnen in städtischer Liegenschaft";1981;"Verteilnetz";"oberhalb Europabrücke"
8.586033651;47.40340776;"E8°35'9.721""";"N47°24'12.26""";359;1172;"öffentlicher Brunnen";1994;"Verteilnetz";
8.5421850445;47.4229744267;"E8°32'31.86""";"N47°25'22.70""";360;470;"öffentlicher Brunnen";;"Verteilnetz";
8.5709881755;47.4026335796;"E8°34'15.55""";"N47°24'9.480""";361;657;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Schulhaus Heinrich Bosshardstrasse"
8.5688286154;47.4026392023;"E8°34'7.783""";"N47°24'9.501""";362;870;"privater Brunnen";1981;"Quellwasser";
8.5070877852;47.4191420185;"E8°30'25.51""";"N47°25'8.911""";363;490;"öffentlicher Brunnen";1954;"Verteilnetz";
8.5124501335;47.4215401017;"E8°30'44.82""";"N47°25'17.54""";364;800.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";
8.5417892917;47.4064314178;"E8°32'30.44""";"N47°24'23.15""";365;479;"öffentlicher Brunnen";1935;"Verteilnetz";"bei Spielwiese"
8.5484304036;47.4285329932;"E8°32'54.34""";"N47°25'42.71""";366;1189;"öffentlicher Brunnen";1996;"Verteilnetz";"Sportanlage Eichrain"
8.5008198685;47.4028094407;"E8°30'2.951""";"N47°24'10.11""";367;437;"öffentlicher Brunnen";;"Verteilnetz";"Kranzbrunnen"
8.5132899617;47.4163427198;"E8°30'47.84""";"N47°24'58.83""";368;1140;"Brunnen in städtischer Liegenschaft";1989;"Verteilnetz";
8.5428790011;47.4207140823;"E8°32'34.36""";"N47°25'14.57""";369;652;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schuhlhaus Buhnrain 40"
8.519072848;47.418526375;"E8°31'8.662""";"N47°25'6.694""";370;1066;"öffentlicher Brunnen";1982;"Grundwasser";
8.5080590855;47.4080433587;"E8°30'29.01""";"N47°24'28.95""";371;971;"privater Brunnen";1974;"Verteilnetz";"bei Kiosk"
8.5450208956;47.4188924592;"E8°32'42.07""";"N47°25'8.012""";372;903;"privater Brunnen";;"Verteilnetz";"Bahnhof Seebach"
8.535063015;47.409006676;"E8°32'6.226""";"N47°24'32.42""";373;475;"öffentlicher Brunnen";;"Verteilnetz";"Birkenwäldli"
8.5736733009;47.3984757519;"E8°34'25.22""";"N47°23'54.51""";374;1059;"Brunnen des Verschönerungsvereins";;"Verteilnetz";"beim Spielplatz"
8.5195658543;47.4141608505;"E8°31'10.43""";"N47°24'50.97""";375;6059;"Notwasserbrunnen";1985;"Quellwasser";
8.5461927832;47.4058905033;"E8°32'46.29""";"N47°24'21.20""";376;756;"privater Brunnen";1956;"Verteilnetz";"Kirche"
8.4846079281;47.4146811184;"E8°29'4.588""";"N47°24'52.85""";377;704;"Brunnen des Verschönerungsvereins";;"Verteilnetz";"Heizenholz"
8.5405330511;47.3937764447;"E8°32'25.91""";"N47°23'37.59""";378;291;"öffentlicher Brunnen";1931;"Verteilnetz";
