"TITEL";"DATIERUNG";"GATTUNG";"MATERIAL";"KUENSTLER";"STANDORT";"Easting";"Northing";"Easting_WGS";"Northing_WGS";"ID_IMAGES"
"Zebragruppe";1940 (platziert 1942);Freiplastik;Bronze (Plastiken), Stein (Sockelplatten);Rudolf Wening (1893-1970);Bäckeranlage (bei Hohlstrasse 67);2681937.957;1248027.25;8.52363378184255;47.3779852149373;kir3664
Befreiung;1958 (platziert 1962);Freiplastik;Bronze;Werner Friedrich Kunz (1896-1981);Werdplatz (bei Strassburgstrasse 5/9);2682351.653;1247412.448;8.52899805803335;47.372404488133;kir3713
Frau 1928;1928 (platziert 1999);Freiplastik;Bronze;Alis Guggenheim (1896-1958);Grünanlage Badenerstrasse/Zweierstrasse (bei Badenerstrasse 65);2682207.515;1247513.802;8.52710846440749;47.3733340019935;kir2838
[Gestaltung Werdplatz (Brunnen, Geländer)];1982-1983;Gestaltung;Bronze, Stein;Trudi Demut (1927-2000);Werdplatz (bei Strassburgstrasse 5);2682371.042;1247404.18;8.52925322266566;47.3723277074106;kir3812
[Vier Löwen auf Pfeilern];ca. 1900;Freiplastik;Bronze (Plastik), Stein (Pfeiler);Urs  Eggenschwyler (1849-1923);Stauffacherbrücke (bei Stauffacherstrasse 1);2682471.252;1247272.054;8.53055553382464;47.3711269125162;kir3555
[Wandbrunnen mit Broncekopf];nicht bekannt;Bauplastik;Bronze (Wasserspeier), Kalkstein (Brunnen);Emil Abry (1901-1982);Grüngasse/Cramerstrasse (bei Cramerstrasse 1);2682111.626;1247474.543;8.52583179020152;47.3729928858411;kir4393
Anne-Sophie;2014;Freiplastik;Chromstahl;Alex Hanimann  (*1955);Zürich-West (bei Pfingstweidstrasse 102);2680872.898;1249431.521;8.50978601961433;47.3907459575963;kir4385
Ca-Tarac-Ta;2012 (platziert 2015);Brunnen;Metall;Valentin Carron (*1977);Parkanlage Förrlibuckstrasse/Pfingstweidstrasse (bei Pfingstweidstrasse 102a);2680852.108;1249526.148;8.50952779316332;47.3915995254337;kir4386
[Brunnen];1991;Brunnen;Stein;Willy Wimpfheimer (*1938);Vorplatz Unterführung Langstrasse (bei Langstrasse 175);2682328.032;1248465.65;8.52887907582084;47.3818792860046;kir3440
[Brunnen mit "Schwan"];1933 (platziert 1934);Brunnen;Bronze;Carl Fischer (1888-1987);Grünanlage Museum für Gestaltung (bei Ausstellungsstrasse 60);2682926.301;1248556.662;8.53681767039484;47.38262275927;kir3627
[Brunnen mit "Taube"];1925 (platziert 1928);Brunnen;Bronze (Plastik), Stein (Brunnen);Otto Münch (1885-1965);Josefswiese, Nähe Viaduktstrasse (bei Josefstrasse 197);2681862.181;1248944.327;8.5227982634171;47.3862422525005;kir3617
[Brunnen mit "wasserspeiendem Schwan"] (fünfteiliges Werk);1933;Brunnen;Bronze (Wasserspeier), Stein (Brunnen);Emil Schäfer (1878-1958);Limmatplatz (bei Limmatplatz 3);2682536.203;1248783.479;8.53169411174182;47.3847115909129;kir4349
Division;1991;Freiplastik;Granit Africa Nero;Gottfried Honegger (1917-2016);Limmatstrasse/Röntgenstrasse (bei Limmatstrasse 217);2682198.971;1249096.355;8.52728603118525;47.3875675588826;kir3423
Goldbarren;1999;Installation;Eisen, verzinkt (Geländer)  Stein, verputzt (Mauer)  Farbe;Thomas Müllenbach (*1949);ehem. Drahtseiltransmissionsanlage Sihlquai (bei Sihlquai 57);2682533.171;1248981.92;8.53169056733518;47.3864966206225;kir3429
Hände über der Stadt;1981 (platziert 1983);Freiplastik;Stein;Paul Sieber (*1942);Carparkplatz am Sihlquai (bei Limmatstrasse 23);2682935.229;1248370.129;8.53690131747971;47.3809440780398;kir3808
Kugellager oder runde Steine (I) (dreiteiliges Werk);2007;Installation;Metall, Asphalt;Lawrence Weiner (*1942);Traminsel Limmatplatz (bei Limmatplatz 3);2682541.39;1248770.746;8.53176044804702;47.3845964286755;kir3831
Ljmmat Sjhl: Hommage à James Joyce;2004;Installation;Eisenblech (Schriftzug), Eisen (Aufhängung);Hannes Vogel (*1938), Petruschka Vogel (*1943);Stützmauer Platzpromenade (bei Sihlquai 65/Mattensteg);2683057.21;1248547.541;8.53854937778513;47.3825242406888;kir2870
"Sitzende Frau";1934-1936;Freiplastik;Bronze (Plastik), Stein (Sockel);Thomas Ernst Gubler (1895-1958);Museum für Gestaltung (bei Ausstellungsstrasse 60);2682862.14;1248582.955;8.5359729662637;47.3828672941893;kir3642
"Sitzende Jünglinge";1929 (platziert 1930);Brunnen;Bronze (Plastiken), Stein (Sockel und Brunnen);Otto Kappeler (1884-1949);Klingenpark (bei Ausstellungsstrasse 60);2682810.877;1248536.818;8.53528563772437;47.3824588131741;kir2848
Übertragung;2007;Installation;Glas, Metall (Kasten)  Monitor  Videofilm;Harun Farocki (1944-2014);Limmatplatz (bei Limmatplatz 3);2682538.764;1248776.422;8.53172672219757;47.3846478039595;kir3918
[Wandbrunnen "drei musizierende Knaben"];1929;Brunnen;Muschelkalk;Adolf Ernst Hofmann (1885-1963);Röntgenplatz (bei Josefstrasse 161/Fabrikstrasse 44);2682137.038;1248819.61;8.5264150772155;47.3850864165129;kir2847
[Brunnen];1925;Brunnen;Stein;Otto Münch (1885-1965);Letzistrasse/Möhrlistrasse (bei Letzistrasse 9);2683621.535;1249545.127;8.54620818327943;47.3914244719793;kir3293
[Brunnen mit drei Pinguinen];1934;Brunnen;Kalkstein;Emil Abry (1901-1982);Platzanlage Hadlaubstrasse/Rigistrasse (bei Hadlaubstrasse 75);2684025.444;1249001.638;8.55145523994474;47.3864853083293;kir4111
[Brunnen mit Flachrelief "Liegender"];1915;Brunnen;Mägenwiler Naturstein (Relief), Kunststein (Trog);Hans Markwalder (1882-1951);Germaniastrasse/Batteriesteig (bei Germaniastrasse 103);2684187.429;1249147.974;8.55362781192099;47.3877806731693;kir3596
[Brunnen Rigiplatz];2003;Brunnen;Metall (Wasserspeier), Stein (Brunnentrog);Edith Kappeler (*1952);Rigiplatz (bei Universitätsstrasse 105/111);2683767.101;1248802.451;8.54799691821021;47.3847268547898;kir3023
"Liegende" (zweiteiliges Werk);1919-1929;Brunnen;Würenloser Kalkstein, Iragna-Granit;Julius Schwyzer (1876-1929), Louis Wethli (junior) (1867-1940);Stolzewiese (bei Stolzestrasse 9);2683648.395;1249036.733;8.54646884185941;47.386848912442;kir3577
[Zwei Reliefs an Brunnenanlage];1912;Brunnen;Stein;Karl Joseph Leuch (1871-1913);Blümlisalpstrasse/Möhrlistrasse (bei Blümlisalpstrasse 22);2683758.318;1249171.239;8.54794965567806;47.3880446014757;kir4334
[Amphore im Beckenhof];nicht bekannt;Freiplastik;Stein;KünstlerIn nicht bekannt;Beckenhof (bei Beckenhofstrasse 37);2683201.574;1248863.144;8.54051961988472;47.385344351425;kir4425
Artisten;1971 (platziert 1972);Freiplastik;Eisen;Kurt Laurenz Metzler (*1941);Bucheggplatz (bei Hofwiesenstrasse 114);2682675.318;1250278.708;8.53381259194759;47.3981412403493;kir3777
"Bambibrunnen";1930 (platziert 1931);Brunnen;Bronze (Plastik), Segheria-Granit (Brunnen);Arnold Huggler (1894-1988);Platzanlage Winterthurerstrasse/Langmauerstrasse (bei Winterthurerstrasse 123);2683506.742;1249783.48;8.54473242711206;47.3935826172723;kir2950
[Brunnen];nicht bekannt;Brunnen;Stein;Johann Babtist Babel (1716-1799);Beckenhof (bei Beckenhofstrasse 37);2683175.142;1248790.8;8.54015616079039;47.3846970748328;kir3858
[Brunnen "Dogge mit Zürcher Wappen];1928 (platziert 1929);Brunnen;Stein;Emil Schäfer (1878-1958), Luigi Zanini (1896-1968);Irchelstrasse/Winterthurerstrasse (bei Irchelstrasse 48);2683536.728;1250038.106;8.54517711747038;47.3958687444596;kir4365
[Brunnen mit Fischrelief];1930;Brunnen;Granit;Alfons Magg (1891-1967);Platzanlage Stampfenbachstrasse/Beckenhofstrasse (bei Beckenhofstrasse 1);2683283.262;1248587.705;8.54155005966049;47.3828569130194;kir4374
[Brunnen mit Kinderfigur];1946;Brunnen;Stein;Otto Teucher (1899-1994);Wehntalerstrasse/Oberwiesenstrasse (bei Oberwiesenstrasse 1);2682428.233;1251336.807;8.53073497383616;47.4076880165252;kir4379
[Brunnen mit Plastik "Falke"];1940;Brunnen;Bronze (Plastik), Stein (Sockel, Brunnen);Hans Gisler (1889-1969), Emil Schäfer (1878-1958);Grünanlage Ringstrasse/Allenmoos (bei Hofwiesenstrasse 250);2682968.941;1251144.8;8.53786236901915;47.4058933409325;kir2926
[Brunnen mit Rundbogen];1941;Brunnen;Eisen, verzinkt  Stein;Ida Schär-Krause (1877-1957);Friedhof Nordheim (bei Nordheimstrasse 32);2682342.016;1251251.567;8.52957711263971;47.4069322141482;kir4352
[Brunnen mit Seepferdchen];1930;Brunnen;Bronze (Plastik), Granit (Brunnentrog, Sockel);Eduard Bick (1883-1947);Platzanlage Im Hofgarten (bei Hofgartenstrasse 50/56);2682899.692;1249927.021;8.53671926595091;47.3949502065045;kir2925
[Brunnen mit "wasserspeiendem Schwan"] (fünfteiliges Werk);1933;Brunnen;Bronze (Wasserspeier), Stein (Trog);Emil Schäfer (1878-1958);Riedtlistrasse/Kinkelstrasse (bei Kinkelstrasse 40);2683464.17;1249123.666;8.54404549703285;47.3876540955492;kir4348
[Brunnen mit zwei Frauenfiguren];1927;Brunnen;Muschelkalk;Otto Kappeler (1884-1949);Grünanlage Wohnkolonie Im Birkenhof (bei Guggachstrasse 3- 9);2683093.871;1249969.684;8.53929896197399;47.3953094209799;kir2946
[Brunnenanlage mit "Faun auf Schnecke reitend"];1919;Brunnen;Stein;Johann Jakob Wilhelm Schwerzmann (1877-1966);Riedtlisiedlung (bei Stolzestrasse 42/46);2683492.934;1249259.058;8.544451672079;47.3888680748083;kir4001
[Brunnenbecken ];1956;Brunnen;Bodio-Granit;Jacques Schader (1917-2007);Bucheggplatz (bei Bucheggplatz 1);2682600.071;1250284.253;8.53281695940536;47.3982005491906;kir3447
[Brunnenrückwand mit Steinrelief "Zwei Köpfe"];1941;Brunnen;Stein;Franz Fischer (1900-1980);Friedhof Nordheim, Feld 9 (bei Nordheimstrasse 28);2682271.112;1251258.593;8.52863911671178;47.4070042628383;kir4318
"Büeblibrunnen";1910 (versetzt 1956);Brunnen;Bronze (Plastik, Wasserspeier), Stein (Brunnentrog);Franz Wanger (1880-1945);Weinbergstrasse/Sonneggstrasse (bei Weinbergstrasse 68/70);2683443.961;1248610.943;8.54368225802931;47.3830455666033;kir3582
"Das Mädchen";1954;Freiplastik;Italienischer Kalkstein;Otto Teucher (1899-1994);Treppenaufgang Obstgartensteig (bei Stampfenbachstrasse/Obstgartensteig);2683297.84;1248572.517;8.54174026423552;47.3827184791351;kir3710
Der Brunnen;2002-2003;Brunnen;Beton;L / B (*1972 / *1967);Schaffhauserplatz (bei Schaffhauserstrasse 57 );2683052.807;1249600.819;8.53868660233236;47.3919972794955;kir3563
"Die Trauer";1941;Freiplastik;Kalkstein;Franz Fischer (1900-1980);Friedhof Nordheim, Feld 15 (bei Nordheimstrasse 32);2682184.511;1251274.207;8.5274947529941;47.4071554974961;kir4317
